corpus,sample_scope,sample_key,sample_name,sample_root_or_path,sample_root_or_path_windows,provloom_selected_skill_id,provloom_selected_skill_root,provloom_selected_skill_name,provloom_status,provloom_execution_outcome,provloom_final_risk_level,provloom_risk_score,provloom_evidence_type,provloom_evidence_strength,provloom_primary_chain_length,provloom_root_cause,provloom_detected_behaviors,provloom_external_endpoints,skillscan_risk_level,skillscan_risk_score,skillscan_total_issues,skillscan_status,skillscan_path,skillscan_match_scope,cisco_risk_level,cisco_status,cisco_source_path,cisco_match_scope,clawvet_risk_level,clawvet_status,clawvet_source_path,clawvet_match_scope,skillfortify_risk_level,skillfortify_status,skillfortify_source_path,skillfortify_match_scope,seeded_from_existing_review,existing_human_decision,existing_human_gt_behavior,existing_human_gt_chain_valid,existing_human_gt_root_cause,existing_human_notes,existing_reviewer,existing_review_status,human_decision,human_gt_behavior,human_gt_chain_valid,human_gt_root_cause,human_notes,reviewer,review_status
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_email-marketing_skills_segmentation,segmentation,/mnt/e/sample/006_nurture-testing/plugins/email-marketing/skills/segmentation,E:\sample\006_nurture-testing\plugins\email-marketing\skills\segmentation,mnt_e_sample_006_nurture-testing_plugins_email-marketing_skills_segmentation,/mnt/e/sample/006_nurture-testing/plugins/email-marketing/skills/segmentation,segmentation,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Advanced segmentation playbooks for email campaign filters and personalization cohorts. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_email-sequence-orchestration_skills_cadence-design,cadence-design,/mnt/e/sample/006_nurture-testing/plugins/email-sequence-orchestration/skills/cadence-design,E:\sample\006_nurture-testing\plugins\email-sequence-orchestration\skills\cadence-design,mnt_e_sample_006_nurture-testing_plugins_email-sequence-orchestration_skills_cadence-design,/mnt/e/sample/006_nurture-testing/plugins/email-sequence-orchestration/skills/cadence-design,cadence-design,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Email cadence design skill for spacing and pacing multi-touch programs. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_email-sequence-orchestration_skills_qa-gates,qa-gates,/mnt/e/sample/006_nurture-testing/plugins/email-sequence-orchestration/skills/qa-gates,E:\sample\006_nurture-testing\plugins\email-sequence-orchestration\skills\qa-gates,mnt_e_sample_006_nurture-testing_plugins_email-sequence-orchestration_skills_qa-gates,/mnt/e/sample/006_nurture-testing/plugins/email-sequence-orchestration/skills/qa-gates,qa-gates,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Email QA gates for validating content, data, compliance, and monitoring before launch. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_enterprise-sales_skills_cxo-briefing-kit,cxo-briefing-kit,/mnt/e/sample/006_nurture-testing/plugins/enterprise-sales/skills/cxo-briefing-kit,E:\sample\006_nurture-testing\plugins\enterprise-sales\skills\cxo-briefing-kit,mnt_e_sample_006_nurture-testing_plugins_enterprise-sales_skills_cxo-briefing-kit,/mnt/e/sample/006_nurture-testing/plugins/enterprise-sales/skills/cxo-briefing-kit,cxo-briefing-kit,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"CXO briefing kit for packaging executive updates, decks, and decision logs. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_enterprise-sales_skills_procurement-playbook,procurement-playbook,/mnt/e/sample/006_nurture-testing/plugins/enterprise-sales/skills/procurement-playbook,E:\sample\006_nurture-testing\plugins\enterprise-sales\skills\procurement-playbook,mnt_e_sample_006_nurture-testing_plugins_enterprise-sales_skills_procurement-playbook,/mnt/e/sample/006_nurture-testing/plugins/enterprise-sales/skills/procurement-playbook,procurement-playbook,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Procurement playbook for managing legal, security, and procurement workflows in complex deals. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_enterprise-sales_skills_pursuit-governance,pursuit-governance,/mnt/e/sample/006_nurture-testing/plugins/enterprise-sales/skills/pursuit-governance,E:\sample\006_nurture-testing\plugins\enterprise-sales\skills\pursuit-governance,mnt_e_sample_006_nurture-testing_plugins_enterprise-sales_skills_pursuit-governance,/mnt/e/sample/006_nurture-testing/plugins/enterprise-sales/skills/pursuit-governance,pursuit-governance,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Pursuit governance playbook for setting cadences, decision logs, and escalation paths. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_enterprise-sales_skills_risk-register,risk-register,/mnt/e/sample/006_nurture-testing/plugins/enterprise-sales/skills/risk-register,E:\sample\006_nurture-testing\plugins\enterprise-sales\skills\risk-register,mnt_e_sample_006_nurture-testing_plugins_enterprise-sales_skills_risk-register,/mnt/e/sample/006_nurture-testing/plugins/enterprise-sales/skills/risk-register,risk-register,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Enterprise risk register for tracking pursuit risks, owners, and mitigation steps. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_enterprise-sales_skills_value-story-framework,value-story-framework,/mnt/e/sample/006_nurture-testing/plugins/enterprise-sales/skills/value-story-framework,E:\sample\006_nurture-testing\plugins\enterprise-sales\skills\value-story-framework,mnt_e_sample_006_nurture-testing_plugins_enterprise-sales_skills_value-story-framework,/mnt/e/sample/006_nurture-testing/plugins/enterprise-sales/skills/value-story-framework,value-story-framework,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Value story framework for crafting executive-ready ROI and TCO narratives. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_event-marketing_skills_event-briefs,event-briefs,/mnt/e/sample/006_nurture-testing/plugins/event-marketing/skills/event-briefs,E:\sample\006_nurture-testing\plugins\event-marketing\skills\event-briefs,mnt_e_sample_006_nurture-testing_plugins_event-marketing_skills_event-briefs,/mnt/e/sample/006_nurture-testing/plugins/event-marketing/skills/event-briefs,event-briefs,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Event brief systems for documenting event objectives and cross-functional alignment. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_event-marketing_skills_field-playbooks,field-playbooks,/mnt/e/sample/006_nurture-testing/plugins/event-marketing/skills/field-playbooks,E:\sample\006_nurture-testing\plugins\event-marketing\skills\field-playbooks,mnt_e_sample_006_nurture-testing_plugins_event-marketing_skills_field-playbooks,/mnt/e/sample/006_nurture-testing/plugins/event-marketing/skills/field-playbooks,field-playbooks,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Field playbooks for operationalizing regional and partner events with follow-up motions. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_event-marketing_skills_program-ops,program-ops,/mnt/e/sample/006_nurture-testing/plugins/event-marketing/skills/program-ops,E:\sample\006_nurture-testing\plugins\event-marketing\skills\program-ops,mnt_e_sample_006_nurture-testing_plugins_event-marketing_skills_program-ops,/mnt/e/sample/006_nurture-testing/plugins/event-marketing/skills/program-ops,program-ops,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Event program operations for standardizing workflows, tooling, and routing across portfolios. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_financial-services_skills_compliance-statement-library,compliance-statement-library,/mnt/e/sample/006_nurture-testing/plugins/financial-services/skills/compliance-statement-library,E:\sample\006_nurture-testing\plugins\financial-services\skills\compliance-statement-library,mnt_e_sample_006_nurture-testing_plugins_financial-services_skills_compliance-statement-library,/mnt/e/sample/006_nurture-testing/plugins/financial-services/skills/compliance-statement-library,compliance-statement-library,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Compliance statement library for pre-approved financial disclosures and claim language. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_financial-services_skills_customer-trust-dashboard,customer-trust-dashboard,/mnt/e/sample/006_nurture-testing/plugins/financial-services/skills/customer-trust-dashboard,E:\sample\006_nurture-testing\plugins\financial-services\skills\customer-trust-dashboard,mnt_e_sample_006_nurture-testing_plugins_financial-services_skills_customer-trust-dashboard,/mnt/e/sample/006_nurture-testing/plugins/financial-services/skills/customer-trust-dashboard,customer-trust-dashboard,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Customer trust dashboard for monitoring trust, sentiment, and regulator-facing KPIs. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_financial-services_skills_financial-product-blueprint,financial-product-blueprint,/mnt/e/sample/006_nurture-testing/plugins/financial-services/skills/financial-product-blueprint,E:\sample\006_nurture-testing\plugins\financial-services\skills\financial-product-blueprint,mnt_e_sample_006_nurture-testing_plugins_financial-services_skills_financial-product-blueprint,/mnt/e/sample/006_nurture-testing/plugins/financial-services/skills/financial-product-blueprint,financial-product-blueprint,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Financial product blueprint for packaging financial products with pricing and compliance details. No risk indicators.,唐健,reviewed,,,,,,,
